start_node,edge_type,end_node
Q117288004,P569,+1981-00-00T00:00:00Z
Q823711,P569,+1978-05-24T00:00:00Z
Q37482196,P569,+1952-00-00T00:00:00Z
Q64508,P569,+1886-04-21T00:00:00Z
Q64508,P570,+1957-01-09T00:00:00Z
Q2407532,P569,+1961-12-05T00:00:00Z
Q30171728,P570,+1900-05-08T00:00:00Z
Q30171728,P569,+1827-02-14T00:00:00Z
Q95234977,P569,+1968-00-00T00:00:00Z
Q471175,P569,+1946-06-20T00:00:00Z
Q471175,P570,+2021-10-03T00:00:00Z
Q19428241,P569,+1855-01-04T00:00:00Z
Q19428241,P570,+1922-07-19T00:00:00Z
Q23818645,P570,+2014-03-28T00:00:00Z
Q23818645,P569,+1935-12-15T00:00:00Z
Q61111382,P569,+1933-01-01T00:00:00Z
Q61862021,P569,+1983-00-00T00:00:00Z
Q21152245,P569,+1884-00-00T00:00:00Z
Q21152245,P570,+1957-01-26T00:00:00Z
Q11850780,P569,+1879-00-00T00:00:00Z
Q11850780,P570,+1937-00-00T00:00:00Z
Q958594,P569,+1912-01-30T00:00:00Z
Q958594,P570,+1984-05-15T00:00:00Z
Q5585771,P569,+1790-03-08T00:00:00Z
Q5585771,P570,+1841-06-16T00:00:00Z
Q12059344,P570,+1932-06-14T00:00:00Z
Q12059344,P569,+1858-06-29T00:00:00Z
Q1239049,P569,+1524-01-01T00:00:00Z
Q1239049,P570,+1600-10-24T00:00:00Z
Q41980,P569,-0460-01-01T00:00:00Z
Q41980,P570,-0360-01-01T00:00:00Z
Q744014,P569,+1363-01-01T00:00:00Z
Q744014,P570,+1437-01-01T00:00:00Z
Q376422,P569,+1969-09-15T00:00:00Z
Q111249915,P569,+1896-03-06T00:00:00Z
Q111249915,P570,+1984-03-19T00:00:00Z
Q21393617,P569,+1957-06-18T00:00:00Z
Q12265665,P569,+1669-05-26T00:00:00Z
Q12265665,P570,+1740-02-19T00:00:00Z
Q182447,P569,+1897-03-10T00:00:00Z
Q182447,P570,+1971-03-20T00:00:00Z
Q21076301,P569,+1975-01-01T00:00:00Z
Q9382419,P569,+1930-07-26T00:00:00Z
Q6564317,P569,+1745-11-01T00:00:00Z
Q6564317,P570,+1814-01-24T00:00:00Z
Q19545055,P569,+1876-00-00T00:00:00Z
Q19545055,P570,+1940-00-00T00:00:00Z
Q42302513,P570,+2009-03-13T00:00:00Z
Q42302513,P569,+1938-00-00T00:00:00Z
Q15450242,P569,+1847-06-27T00:00:00Z
Q15450242,P570,+1936-05-13T00:00:00Z
Q21510988,P569,+1909-04-09T00:00:00Z
Q21510988,P570,+2004-05-20T00:00:00Z
Q24689238,P569,+1941-00-00T00:00:00Z
Q78690990,P569,+1948-00-00T00:00:00Z
Q98913259,P569,+1925-04-19T00:00:00Z
Q98913259,P570,+2003-04-16T00:00:00Z
Q55181865,P569,+1813-09-24T00:00:00Z
Q55181865,P570,+1887-11-05T00:00:00Z
Q57590742,P569,+1966-03-22T00:00:00Z
Q201446,P569,+1940-01-10T00:00:00Z
Q12182175,P569,+1934-00-00T00:00:00Z
Q12182175,P570,+2018-07-06T00:00:00Z
Q11797932,P569,+1928-01-01T00:00:00Z
Q11797932,P570,+2011-05-16T00:00:00Z
Q55070354,P569,+1643-02-25T00:00:00Z
Q55070354,P570,+1712-06-10T00:00:00Z
Q78993,P569,+1726-08-15T00:00:00Z
Q78993,P570,+1800-08-07T00:00:00Z
Q95152259,P569,+1961-07-19T00:00:00Z
Q2069144,P570,+1847-01-13T00:00:00Z
Q2069144,P569,+1811-05-29T00:00:00Z
Q4496410,P569,+1937-00-00T00:00:00Z
Q4496410,P570,+1980-00-00T00:00:00Z
Q21069559,P570,+1978-00-00T00:00:00Z
Q335152,P569,+1912-01-27T00:00:00Z
Q335152,P570,+2009-01-12T00:00:00Z
Q5984465,P569,+1927-07-19T00:00:00Z
Q5984465,P570,+2010-06-27T00:00:00Z
Q994181,P569,+1772-10-21T00:00:00Z
Q994181,P570,+1844-07-15T00:00:00Z
Q118867468,P569,+1885-00-00T00:00:00Z
Q118867468,P570,+1937-10-11T00:00:00Z
Q73854813,P569,+1898-00-00T00:00:00Z
Q73854813,P570,+1970-09-09T00:00:00Z
Q852886,P569,+1937-08-22T00:00:00Z
Q1870979,P569,+1943-01-01T00:00:00Z
Q19362278,P569,+1925-04-01T00:00:00Z
Q19362278,P570,+2014-11-07T00:00:00Z
Q12362578,P570,+1977-02-10T00:00:00Z
Q12362578,P569,+1901-07-01T00:00:00Z
Q1458869,P569,+1776-12-01T00:00:00Z
Q1458869,P570,+1854-10-10T00:00:00Z
Q18630304,P569,+1944-00-00T00:00:00Z
Q302870,P569,+1973-07-09T00:00:00Z
Q107104341,P569,+1952-00-00T00:00:00Z
Q107104341,P570,+2021-05-30T00:00:00Z
Q721704,P569,+1555-01-01T00:00:00Z
Q721704,P570,+1645-01-01T00:00:00Z
Q4217675,P569,+1947-10-21T00:00:00Z
Q4217675,P570,+2007-04-26T00:00:00Z
Q1112049,P569,+1935-02-23T00:00:00Z
Q1112049,P570,+2021-10-21T00:00:00Z
Q5982460,P569,+1484-08-09T00:00:00Z
Q5982460,P570,+1527-01-01T00:00:00Z
Q564886,P569,+1886-01-01T00:00:00Z
Q564886,P570,+1973-01-01T00:00:00Z
Q12276570,P569,+1887-01-01T00:00:00Z
Q12276570,P570,+1946-08-10T00:00:00Z
Q990156,P570,+1996-01-14T00:00:00Z
Q990156,P569,+1920-10-18T00:00:00Z
Q12178868,P570,+2011-01-27T00:00:00Z
Q12178868,P569,+1940-00-00T00:00:00Z
Q13231953,P569,+1962-01-01T00:00:00Z
Q22928946,P570,+2020-08-07T00:00:00Z
Q22928946,P569,+1946-00-00T00:00:00Z
Q3047707,P569,+1884-09-30T00:00:00Z
Q3047707,P570,+1963-04-30T00:00:00Z
Q174929,P570,+0220-00-00T00:00:00Z
Q174929,P569,+0150-00-00T00:00:00Z
Q2513804,P569,+1958-03-10T00:00:00Z
Q57069,P569,+1899-12-17T00:00:00Z
Q57069,P570,+1960-04-20T00:00:00Z
Q55172162,P569,+1897-03-03T00:00:00Z
Q55172162,P570,+1939-08-21T00:00:00Z
Q113784186,P569,+1956-02-19T00:00:00Z
Q21609904,P569,+1866-08-18T00:00:00Z
Q21609904,P570,+1943-04-30T00:00:00Z
Q3273753,P569,+1809-00-00T00:00:00Z
Q3273753,P570,+1867-01-01T00:00:00Z
Q109732601,P569,+1550-00-00T00:00:00Z
Q109732601,P570,+1624-00-00T00:00:00Z
Q1321019,P569,+1939-01-01T00:00:00Z
Q30611339,P570,+1988-03-02T00:00:00Z
Q30611339,P569,+1920-06-16T00:00:00Z
Q121493912,P569,+1903-01-01T00:00:00Z
Q121493912,P570,+1971-01-01T00:00:00Z
Q17146813,P570,+1653-01-01T00:00:00Z
Q12778520,P569,+1923-03-20T00:00:00Z
Q12778520,P570,+1997-04-24T00:00:00Z
Q20735537,P569,+1847-01-03T00:00:00Z
Q20735537,P570,+1892-06-17T00:00:00Z
Q3092534,P569,+1911-12-25T00:00:00Z
Q3092534,P570,+1972-05-24T00:00:00Z
Q15975,P570,+1755-02-10T00:00:00Z
Q15975,P569,+1689-01-18T00:00:00Z
Q707724,P569,+1943-04-14T00:00:00Z
Q707724,P570,+2013-11-23T00:00:00Z
Q1066528,P569,+1832-12-05T00:00:00Z
Q1066528,P570,+1898-04-10T00:00:00Z
Q19958821,P569,+1956-01-01T00:00:00Z
Q2959216,P569,+1883-11-01T00:00:00Z
Q2959216,P570,+1941-03-22T00:00:00Z
Q6394524,P569,+1966-09-30T00:00:00Z
Q112525112,P569,+1891-00-00T00:00:00Z
Q24040459,P569,+1871-03-19T00:00:00Z
Q24040459,P570,+1934-11-24T00:00:00Z
Q264593,P569,+1585-02-12T00:00:00Z
Q264593,P570,+1629-07-13T00:00:00Z
Q334846,P569,+1861-04-23T00:00:00Z
Q334846,P570,+1936-05-14T00:00:00Z
Q11134671,P569,+1897-01-01T00:00:00Z
Q11134671,P570,+1972-01-01T00:00:00Z
Q19960274,P569,+1853-01-01T00:00:00Z
Q19960274,P570,+1917-05-01T00:00:00Z
Q4076293,P569,+1699-01-01T00:00:00Z
Q4076293,P570,+1763-01-01T00:00:00Z
Q95149643,P570,+1997-03-19T00:00:00Z
Q95149643,P569,+1919-09-10T00:00:00Z
Q360827,P569,+1935-07-13T00:00:00Z
Q360827,P570,+2021-07-14T00:00:00Z
Q99394450,P569,+1977-01-01T00:00:00Z
Q16438247,P569,+1977-01-06T00:00:00Z
Q16438247,P570,+2014-04-08T00:00:00Z
Q112429195,P570,+1988-00-00T00:00:00Z
Q112429195,P569,+1907-00-00T00:00:00Z
Q2343190,P569,+1828-04-04T00:00:00Z
Q2343190,P570,+1889-08-06T00:00:00Z
Q1214189,P569,+1938-01-01T00:00:00Z
Q1214189,P570,+1998-12-26T00:00:00Z
Q469882,P569,+1833-08-11T00:00:00Z
Q469882,P570,+1899-07-21T00:00:00Z
Q52158469,P569,+1588-01-01T00:00:00Z
Q52158469,P570,+1652-01-01T00:00:00Z
Q11682096,P569,+1930-06-19T00:00:00Z
Q11682096,P570,+1996-06-11T00:00:00Z
Q24545750,P569,+1987-01-01T00:00:00Z
Q16403286,P569,+1899-10-09T00:00:00Z
Q16403286,P570,+1967-05-08T00:00:00Z
Q57497,P569,+1848-04-21T00:00:00Z
Q57497,P570,+1936-12-25T00:00:00Z
Q984380,P569,+1955-08-06T00:00:00Z
Q1383356,P569,+1440-11-14T00:00:00Z
Q1383356,P570,+1515-09-09T00:00:00Z
Q9185252,P569,+1953-01-01T00:00:00Z
Q1671063,P569,+1915-07-31T00:00:00Z
Q1671063,P570,+2001-11-16T00:00:00Z
Q5908204,P570,+1995-09-04T00:00:00Z
Q5908204,P569,+1907-07-26T00:00:00Z
Q63104132,P569,+1625-00-00T00:00:00Z
Q63104132,P570,+1675-00-00T00:00:00Z
Q542808,P569,-0325-00-00T00:00:00Z
Q542808,P570,-0250-00-00T00:00:00Z
Q518748,P569,+1890-03-25T00:00:00Z
Q518748,P570,+1978-09-22T00:00:00Z
Q13040377,P569,+1964-01-01T00:00:00Z
Q7079954,P569,+1918-01-01T00:00:00Z
Q44776622,P569,+1966-08-20T00:00:00Z
Q214015,P569,+1923-09-02T00:00:00Z
Q214015,P570,+2004-12-09T00:00:00Z
Q3134389,P569,+1878-05-08T00:00:00Z
Q3134389,P570,+1938-09-19T00:00:00Z
Q74524,P569,+1702-01-01T00:00:00Z
Q74524,P570,+1800-01-01T00:00:00Z
Q104040,P569,+1921-07-02T00:00:00Z
Q104040,P570,+2006-03-11T00:00:00Z
Q60137,P569,+1948-02-16T00:00:00Z
Q3167641,P569,+1922-02-13T00:00:00Z
Q3167641,P570,+1997-07-05T00:00:00Z
Q1305065,P569,+1951-02-26T00:00:00Z
Q110914566,P569,+1950-12-22T00:00:00Z
Q110914566,P570,+2020-09-11T00:00:00Z
Q54887548,P569,+1886-04-30T00:00:00Z
Q54887548,P570,+1960-02-08T00:00:00Z
Q2575534,P569,+1811-12-11T00:00:00Z
Q2575534,P570,+1873-12-18T00:00:00Z
Q837973,P569,+1776-01-01T00:00:00Z
Q837973,P570,+1845-01-01T00:00:00Z
Q485293,P569,+1948-01-01T00:00:00Z
Q485293,P570,+2003-12-02T00:00:00Z
Q246354,P569,+1825-04-27T00:00:00Z
Q246354,P570,+1882-12-13T00:00:00Z
Q24545818,P569,+1980-01-01T00:00:00Z
Q75758066,P569,+1869-03-05T00:00:00Z
Q75758066,P570,+1919-02-20T00:00:00Z
Q1385975,P569,+1713-10-08T00:00:00Z
Q1385975,P570,+1793-04-29T00:00:00Z
Q305907,P569,+1973-03-03T00:00:00Z
Q792780,P569,+1915-01-17T00:00:00Z
Q792780,P570,+1996-06-09T00:00:00Z
Q292326,P569,+1938-11-29T00:00:00Z
Q63500,P569,+1667-06-25T00:00:00Z
Q63500,P570,+1729-11-19T00:00:00Z
Q95278491,P569,+1904-00-00T00:00:00Z
Q26196733,P570,+2011-12-12T00:00:00Z
Q26196733,P569,+1929-04-13T00:00:00Z
Q1223059,P569,+1941-03-08T00:00:00Z
Q1223059,P570,+2005-01-25T00:00:00Z
Q95371028,P570,+1984-06-16T00:00:00Z
Q95371028,P569,+1921-10-13T00:00:00Z
Q95075897,P569,+1954-04-24T00:00:00Z
Q1272406,P569,+1961-03-08T00:00:00Z
Q1183503,P569,+1959-03-11T00:00:00Z
Q26243693,P570,+2001-01-02T00:00:00Z
Q26243693,P569,+1927-12-27T00:00:00Z
Q16408147,P569,+1929-12-19T00:00:00Z
Q16408147,P570,+2006-03-13T00:00:00Z
Q4171751,P569,+1906-03-30T00:00:00Z
Q4171751,P570,+1945-03-15T00:00:00Z
Q56823599,P569,+1910-00-00T00:00:00Z
Q56823599,P570,+1966-00-00T00:00:00Z
Q27728504,P570,+1959-06-13T00:00:00Z
Q27728504,P569,+1891-12-03T00:00:00Z
Q1773520,P569,+1882-09-12T00:00:00Z
Q1773520,P570,+1958-05-02T00:00:00Z
Q483255,P569,+1396-00-00T00:00:00Z
Q483255,P570,+1486-00-00T00:00:00Z
Q1031492,P570,+1982-01-19T00:00:00Z
Q1031492,P569,+1894-11-13T00:00:00Z
Q112450184,P569,+1980-00-00T00:00:00Z
Q23062915,P569,+1938-00-00T00:00:00Z
Q84054485,P569,+1970-00-00T00:00:00Z
Q94886293,P569,+1865-00-00T00:00:00Z
Q94886293,P570,+1918-00-00T00:00:00Z
Q11812,P569,+1743-04-13T00:00:00Z
Q11812,P570,+1826-07-04T00:00:00Z
Q6215475,P570,+2000-09-28T00:00:00Z
Q6215475,P569,+1910-02-21T00:00:00Z
Q130883,P569,+1916-04-27T00:00:00Z
Q130883,P570,+2001-06-30T00:00:00Z
Q154691,P569,+1928-11-11T00:00:00Z
Q154691,P570,+2012-05-15T00:00:00Z
Q115764128,P569,+1851-09-07T00:00:00Z
Q115764128,P570,+1903-04-18T00:00:00Z
Q51555174,P569,+1937-01-01T00:00:00Z
Q95372653,P569,+1974-11-27T00:00:00Z
Q289478,P569,+1788-01-01T00:00:00Z
Q289478,P570,+1856-11-09T00:00:00Z
Q110728391,P569,+1910-12-00T00:00:00Z
Q110728391,P570,+1980-10-00T00:00:00Z
Q8932006,P569,+1960-01-01T00:00:00Z
Q60448345,P569,+1932-10-23T00:00:00Z
Q60448345,P570,+1982-05-23T00:00:00Z
Q1672415,P569,+1566-03-02T00:00:00Z
Q1672415,P570,+1617-01-01T00:00:00Z
Q312295,P570,+1944-04-15T00:00:00Z
Q312295,P569,+1875-05-29T00:00:00Z
Q5699567,P569,+1908-00-00T00:00:00Z
Q5699567,P570,+1975-06-25T00:00:00Z
Q88659525,P569,+1917-01-07T00:00:00Z
Q88659525,P570,+1993-07-21T00:00:00Z
Q1457179,P569,+1954-01-01T00:00:00Z
Q64808963,P569,+1943-06-24T00:00:00Z
Q21391763,P570,+1999-05-01T00:00:00Z
Q21391763,P569,+1947-09-13T00:00:00Z
Q2062753,P569,+1884-04-12T00:00:00Z
Q2062753,P570,+1954-12-06T00:00:00Z
Q96973355,P569,+1601-00-00T00:00:00Z
Q504024,P569,+1879-05-07T00:00:00Z
Q504024,P570,+1964-07-26T00:00:00Z
Q367116,P569,+1904-05-03T00:00:00Z
Q367116,P570,+1995-12-12T00:00:00Z
Q16515006,P569,+1931-09-25T00:00:00Z
Q16515006,P570,+2018-10-08T00:00:00Z
Q104434217,P569,+1927-10-02T00:00:00Z
Q1382434,P569,+1959-01-01T00:00:00Z
Q6759640,P569,+1890-10-24T00:00:00Z
Q6759640,P570,+1975-11-11T00:00:00Z
Q56452034,P569,+1824-11-14T00:00:00Z
Q56452034,P570,+1916-00-00T00:00:00Z
Q5396263,P570,+1991-09-27T00:00:00Z
Q5396263,P569,+1908-07-12T00:00:00Z
Q14948724,P569,+1942-11-05T00:00:00Z
Q53957714,P569,+1956-00-00T00:00:00Z
Q22102566,P569,+1982-01-01T00:00:00Z
Q42908322,P569,+1980-10-13T00:00:00Z
Q12280668,P569,+1969-10-11T00:00:00Z
Q837573,P569,-0522-00-00T00:00:00Z
Q837573,P570,-0458-00-00T00:00:00Z
Q3712296,P569,+1962-05-25T00:00:00Z
Q15055225,P569,+1713-01-01T00:00:00Z
Q15055225,P570,+1778-01-01T00:00:00Z
Q29420119,P570,+1984-08-23T00:00:00Z
Q29420119,P569,+1904-02-16T00:00:00Z
Q457909,P570,+2014-08-30T00:00:00Z
Q457909,P569,+1928-02-25T00:00:00Z
Q104638292,P570,+1939-02-18T00:00:00Z
Q104638292,P569,+1900-00-00T00:00:00Z
Q11719460,P569,+1954-06-20T00:00:00Z
Q42307930,P569,+1645-00-00T00:00:00Z
Q42307930,P570,+1677-12-22T00:00:00Z
Q487191,P569,+1542-00-00T00:00:00Z
Q487191,P570,+1607-01-01T00:00:00Z
Q330976,P570,+1966-03-20T00:00:00Z
Q330976,P569,+1879-05-17T00:00:00Z
Q544397,P569,+1919-07-08T00:00:00Z
Q544397,P570,+1991-03-26T00:00:00Z
Q112075373,P569,+1971-00-00T00:00:00Z
Q1255763,P569,+1833-11-11T00:00:00Z
Q1255763,P570,+1926-12-01T00:00:00Z
Q85099779,P569,+1947-03-16T00:00:00Z
Q2897878,P570,+1971-10-29T00:00:00Z
Q2897878,P569,+1907-10-02T00:00:00Z
Q5365498,P570,+1932-12-08T00:00:00Z
Q5365498,P569,+1862-04-10T00:00:00Z
Q119947874,P569,+1978-01-01T00:00:00Z
Q113961003,P570,+2023-02-21T00:00:00Z
Q113961003,P569,+1959-00-00T00:00:00Z
Q10366317,P569,+1824-05-02T00:00:00Z
Q10366317,P570,+1898-02-08T00:00:00Z
Q5654763,P570,+1135-00-00T00:00:00Z
Q112236133,P569,+1936-09-13T00:00:00Z
Q112236133,P570,+1991-02-11T00:00:00Z
Q11770241,P569,+1965-01-01T00:00:00Z
Q112531370,P569,+1964-00-00T00:00:00Z
Q599916,P570,+1877-02-15T00:00:00Z
Q599916,P569,+1785-09-05T00:00:00Z
Q1596694,P569,+1929-04-27T00:00:00Z
Q21340303,P569,+1957-07-31T00:00:00Z
Q311495,P569,+0936-00-00T00:00:00Z
Q311495,P570,+1013-00-00T00:00:00Z
Q29420477,P570,+2012-06-18T00:00:00Z
Q29420477,P569,+1928-10-13T00:00:00Z
Q6694,P570,+1859-05-06T00:00:00Z
Q6694,P569,+1769-09-14T00:00:00Z
Q3081343,P569,+1844-12-02T00:00:00Z
Q3081343,P570,+1925-01-01T00:00:00Z
Q107410317,P570,+1915-04-28T00:00:00Z
Q107410317,P569,+1851-04-30T00:00:00Z
Q650895,P569,+1742-10-26T00:00:00Z
Q650895,P570,+1809-09-29T00:00:00Z
Q112476126,P569,+1987-02-03T00:00:00Z
Q20437857,P570,+1943-03-01T00:00:00Z
Q20437857,P569,+1869-04-02T00:00:00Z
Q5960740,P569,+1921-04-02T00:00:00Z
Q65950144,P569,+1986-00-00T00:00:00Z
Q113689462,P570,+1905-09-03T00:00:00Z
Q113689462,P569,+1854-01-19T00:00:00Z
Q21289271,P569,+1882-01-01T00:00:00Z
Q21289271,P570,+1942-01-01T00:00:00Z
Q365557,P569,+1443-08-28T00:00:00Z
Q365557,P570,+1485-10-27T00:00:00Z
Q476540,P569,+1870-10-21T00:00:00Z
Q476540,P570,+1960-05-06T00:00:00Z
Q31092386,P569,+1923-01-19T00:00:00Z
Q31092386,P570,+2010-00-00T00:00:00Z
Q8201209,P569,+1892-06-13T00:00:00Z
Q8201209,P570,+1936-12-07T00:00:00Z
Q429947,P569,+1959-06-07T00:00:00Z
Q1597206,P569,+1799-01-01T00:00:00Z
Q1597206,P570,+1832-01-24T00:00:00Z
Q102122213,P569,+1915-01-01T00:00:00Z
Q102122213,P570,+2003-01-01T00:00:00Z
Q7197,P569,+1908-01-09T00:00:00Z
Q7197,P570,+1986-04-14T00:00:00Z
Q16939856,P570,+2008-11-15T00:00:00Z
Q16939856,P569,+1944-00-00T00:00:00Z
Q982976,P569,+1924-01-08T00:00:00Z
Q982976,P570,+2021-05-16T00:00:00Z
Q445918,P570,+1699-01-01T00:00:00Z
Q445918,P569,+1614-01-01T00:00:00Z
Q76554,P569,+1494-04-20T00:00:00Z
Q76554,P570,+1566-09-22T00:00:00Z
Q1282957,P569,+1910-05-20T00:00:00Z
Q1282957,P570,+1998-10-11T00:00:00Z
Q932829,P569,+1965-10-18T00:00:00Z
Q1402322,P570,+1990-10-07T00:00:00Z
Q1402322,P569,+1923-03-18T00:00:00Z
Q79072,P569,+1899-07-03T00:00:00Z
Q79072,P570,+1972-07-31T00:00:00Z
Q12373762,P569,+1968-05-31T00:00:00Z
Q1525763,P570,+2011-03-15T00:00:00Z
Q1525763,P569,+1930-04-28T00:00:00Z
Q5488313,P569,+1917-01-01T00:00:00Z
Q5488313,P570,+2012-11-24T00:00:00Z
Q26333763,P569,+1749-11-17T00:00:00Z
Q26333763,P570,+1819-03-17T00:00:00Z
Q6029093,P569,+1973-00-00T00:00:00Z
Q24545658,P569,+1960-01-01T00:00:00Z
Q1085760,P569,+1589-12-06T00:00:00Z
Q1085760,P570,+1653-11-10T00:00:00Z
Q1516516,P570,+1725-03-25T00:00:00Z
Q1516516,P569,+1648-03-26T00:00:00Z
Q368277,P569,+1829-06-05T00:00:00Z
Q368277,P570,+1928-12-02T00:00:00Z
Q112399487,P570,+1948-00-00T00:00:00Z
Q112399487,P569,+1883-00-00T00:00:00Z
Q76738,P569,+1602-05-02T00:00:00Z
Q76738,P570,+1680-11-28T00:00:00Z
Q11690459,P569,+1965-00-00T00:00:00Z
Q97941,P570,+2001-08-09T00:00:00Z
Q97941,P569,+1924-08-31T00:00:00Z
Q728991,P569,+1584-02-12T00:00:00Z
Q728991,P570,+1648-01-14T00:00:00Z
Q94912070,P569,+1879-00-00T00:00:00Z
Q94912070,P570,+1965-00-00T00:00:00Z
Q112519708,P570,+1956-00-00T00:00:00Z
Q112519708,P569,+1889-00-00T00:00:00Z
Q10317147,P569,+1884-07-13T00:00:00Z
Q10317147,P570,+1926-08-22T00:00:00Z
Q112436779,P569,+1967-00-00T00:00:00Z
Q713004,P569,+1583-03-03T00:00:00Z
Q713004,P570,+1648-08-20T00:00:00Z
Q12210092,P569,+1952-00-00T00:00:00Z
Q309772,P569,+0133-01-01T00:00:00Z
Q309772,P570,+0190-01-01T00:00:00Z
Q21197294,P570,+2009-00-00T00:00:00Z
Q21197294,P569,+1909-00-00T00:00:00Z
Q6070140,P569,+1914-01-01T00:00:00Z
Q6070140,P570,+1988-09-01T00:00:00Z
Q21062909,P569,+1827-01-01T00:00:00Z
Q21062909,P570,+1893-01-01T00:00:00Z
Q3186463,P570,+1889-09-27T00:00:00Z
Q3186463,P569,+1830-03-30T00:00:00Z
Q75786,P569,+1850-01-06T00:00:00Z
Q75786,P570,+1932-12-18T00:00:00Z
Q708473,P569,+1925-01-29T00:00:00Z
Q708473,P570,+2007-07-28T00:00:00Z
Q982034,P570,+1772-03-26T00:00:00Z
Q982034,P569,+1704-02-12T00:00:00Z
Q314394,P569,+1827-04-11T00:00:00Z
Q314394,P570,+1890-11-28T00:00:00Z
Q110416193,P570,+1898-01-03T00:00:00Z
Q110416193,P569,+1821-04-05T00:00:00Z
Q601475,P569,+1906-02-14T00:00:00Z
Q601475,P570,+2006-04-20T00:00:00Z
Q6128237,P569,+1957-00-00T00:00:00Z
Q3391750,P569,+1960-00-00T00:00:00Z
Q112419597,P569,+1959-00-00T00:00:00Z
Q12211007,P569,+1929-08-00T00:00:00Z
Q12211007,P570,+2021-03-12T00:00:00Z
Q1384470,P569,+1957-01-01T00:00:00Z
Q2830763,P569,+1953-01-01T00:00:00Z
Q16728025,P569,+1936-06-23T00:00:00Z
Q112503978,P569,+1970-00-00T00:00:00Z
Q11863193,P570,+1928-07-13T00:00:00Z
Q11863193,P569,+1886-10-15T00:00:00Z
Q783040,P569,+1588-12-10T00:00:00Z
Q783040,P570,+1637-05-19T00:00:00Z
Q12181738,P570,+1981-00-00T00:00:00Z
Q12181738,P569,+1899-05-21T00:00:00Z
Q112502685,P569,+1974-00-00T00:00:00Z
Q12789201,P569,+1854-11-15T00:00:00Z
Q12789201,P570,+1930-02-01T00:00:00Z
Q3340465,P569,+1600-00-00T00:00:00Z
Q3340465,P570,+1615-00-00T00:00:00Z
Q112478060,P569,+1974-00-00T00:00:00Z
Q17002469,P570,+2010-09-00T00:00:00Z
Q17002469,P569,+1938-00-00T00:00:00Z
Q851669,P569,+1962-00-00T00:00:00Z
Q6165705,P569,+1949-03-06T00:00:00Z
Q6165705,P570,+2013-12-03T00:00:00Z
Q91125,P569,+1893-06-22T00:00:00Z
Q91125,P570,+1955-04-07T00:00:00Z
Q516614,P569,+1948-03-23T00:00:00Z
Q107875471,P569,+1499-00-00T00:00:00Z
Q2893277,P569,+1907-01-19T00:00:00Z
Q2893277,P570,+1974-09-27T00:00:00Z
Q17563163,P569,+1964-08-14T00:00:00Z
Q6459223,P569,+1891-01-01T00:00:00Z
Q6459223,P570,+1938-07-01T00:00:00Z
Q110183543,P569,+1894-01-01T00:00:00Z
Q110183543,P570,+1970-01-01T00:00:00Z
Q4088436,P569,+1934-02-01T00:00:00Z
Q6097032,P569,+1973-00-00T00:00:00Z
Q6097032,P570,+2010-00-00T00:00:00Z
Q115986,P569,+1767-09-20T00:00:00Z
Q115986,P570,+1829-01-02T00:00:00Z
Q681601,P569,+0790-00-00T00:00:00Z
Q681601,P570,+0900-00-00T00:00:00Z
Q3398653,P569,+1887-12-10T00:00:00Z
Q3398653,P570,+1955-05-03T00:00:00Z
Q3175047,P569,+1880-06-22T00:00:00Z
Q3175047,P570,+1958-03-11T00:00:00Z
Q94939405,P569,+1890-00-00T00:00:00Z
Q94939405,P570,+1960-00-00T00:00:00Z
Q1405442,P569,+1860-12-20T00:00:00Z
Q1405442,P570,+1939-03-04T00:00:00Z
Q19631055,P569,+1880-00-00T00:00:00Z
Q19631055,P570,+1935-08-10T00:00:00Z
Q9288062,P569,+1921-10-23T00:00:00Z
Q9288062,P570,+1983-10-13T00:00:00Z
Q379752,P569,+1938-12-14T00:00:00Z
Q112514977,P569,+1925-00-00T00:00:00Z
Q116168,P569,+1782-03-04T00:00:00Z
Q116168,P570,+1830-03-21T00:00:00Z
Q95148686,P569,+1936-11-30T00:00:00Z
Q335495,P569,+1851-03-08T00:00:00Z
Q335495,P570,+1914-09-11T00:00:00Z
Q16299954,P569,+1938-12-22T00:00:00Z
Q16299954,P570,+2023-04-17T00:00:00Z
Q9028877,P570,+2004-05-00T00:00:00Z
Q9028877,P569,+1934-10-05T00:00:00Z
Q6085721,P569,+1964-01-01T00:00:00Z
Q94370,P569,+1885-10-29T00:00:00Z
Q94370,P570,+1958-03-27T00:00:00Z
Q277838,P569,+1924-11-02T00:00:00Z
Q277838,P570,+2013-03-17T00:00:00Z
Q100680,P569,+1948-01-01T00:00:00Z
Q431081,P569,+1778-11-15T00:00:00Z
Q431081,P570,+1866-10-15T00:00:00Z
Q112371354,P569,+1927-00-00T00:00:00Z
Q15973728,P569,+1981-00-00T00:00:00Z
Q3264654,P569,+0987-00-00T00:00:00Z
Q3264654,P570,+0984-00-00T00:00:00Z
Q15233526,P569,+1873-05-23T00:00:00Z
Q15233526,P570,+1923-11-21T00:00:00Z
Q89432407,P569,+1980-00-00T00:00:00Z
Q893632,P569,+1958-01-01T00:00:00Z
Q3290286,P570,+1710-02-15T00:00:00Z
Q3290286,P569,+1630-01-01T00:00:00Z
Q323107,P569,+1922-03-17T00:00:00Z
Q323107,P570,+2014-11-17T00:00:00Z
Q19698106,P569,+1943-09-14T00:00:00Z
Q19698106,P570,+1995-07-07T00:00:00Z
Q5611564,P569,+1867-01-01T00:00:00Z
