start_node,edge_type,end_node
Q16473158,P106,Q998550
Q16473158,P27,Q29
Q55123091,P106,Q13418253
Q47636697,P106,Q955464
Q47636697,P27,Q33946
Q47636697,P101,Q1381199
Q538474,P27,Q28513
Q538474,P106,Q49757
Q538474,P101,Q482
Q538474,P69,Q189441
Q104243,P27,Q183
Q104243,P106,Q4964182
Q104243,P185,Q1097111
Q104243,P69,Q161982
Q106574260,P106,Q4964182
Q106574260,P27,Q38
Q1405741,P106,Q4964182
Q1405741,P27,Q29999
Q5210358,P106,Q4964182
Q5210358,P27,Q16
Q23060393,P27,Q183
Q23060393,P106,Q170790
Q23060393,P101,Q201486
Q78309286,P106,Q36180
Q78309286,P101,Q35269
Q11644029,P69,Q336264
Q11644029,P106,Q4964182
Q11644029,P27,Q17
Q109229408,P27,Q29
Q109229408,P106,Q4964182
Q3265398,P27,Q16
Q3265398,P106,Q12406482
Q495510,P106,Q82955
Q495510,P27,Q884
Q495510,P69,Q4778828
Q110224831,P101,Q50675
Q110224831,P106,Q201788
Q55900427,P106,Q1234713
Q55900427,P101,Q34178
Q3028701,P106,Q4964182
Q3028701,P1066,Q535769
Q3028701,P802,Q366031
Q56822879,P106,Q58968
Q56822879,P27,Q115
Q13639629,P106,Q4964182
Q13639629,P69,Q327116
Q13639629,P27,Q161885
Q113823148,P106,Q1622272
Q333220,P27,Q174193
Q333220,P69,Q160302
Q333220,P106,Q82955
Q333220,P101,Q36442
Q2528338,P69,Q49088
Q2528338,P106,Q4964182
Q2528338,P27,Q30
Q2528338,P101,Q842333
Q2885831,P106,Q4964182
Q2885831,P27,Q29
Q4075154,P27,Q15180
Q4075154,P106,Q4964182
Q71027,P27,Q183
Q71027,P106,Q211346
Q71027,P185,Q4128399
Q71027,P101,Q41630
Q71027,P69,Q161976
Q118798693,P106,Q4964182
Q84012720,P106,Q4964182
Q84012720,P27,Q183
Q84012720,P69,Q35794
Q73008670,P106,Q3400985
Q73008670,P101,Q1028964
Q73008670,P69,Q168515
Q59631946,P106,Q4964182
Q93287677,P106,Q4964182
Q97066024,P106,Q4964182
Q270670,P101,Q482
Q270670,P106,Q49757
Q270670,P551,Q244747
Q2978467,P27,Q142
Q2978467,P106,Q4964182
Q2978467,P69,Q1144549
Q113761276,P101,Q395
Q113761276,P27,Q183
Q13421233,P106,Q4964182
Q13421233,P27,Q33946
Q113829947,P106,Q4964182
Q113751089,P106,Q4964182
Q72306,P27,Q183
Q72306,P106,Q201788
Q72306,P69,Q32120
Q72306,P1066,Q57501
Q72306,P802,Q1381953
Q2574815,P27,Q183
Q2574815,P106,Q185351
Q2574815,P101,Q146491
Q113796222,P101,Q208217
Q113796222,P106,Q1231865
Q113796222,P27,Q183
Q37811989,P69,Q546118
Q37811989,P106,Q4964182
Q37811989,P185,Q103123804
Q113842301,P106,Q4964182
Q113842301,P27,Q33
Q1379642,P106,Q36834
Q60836306,P106,Q98594162
Q712125,P106,Q4964182
Q16416258,P106,Q901
Q16416258,P27,Q227
Q16416258,P101,Q5891
Q16416258,P69,Q1633799
Q18732592,P106,Q6606110
Q18732592,P27,Q174193
Q29865416,P106,Q4964182
Q29865416,P69,Q3064303
Q29865416,P27,Q15180
Q97070,P27,Q183
Q97070,P106,Q182436
Q97288,P27,Q183
Q97288,P106,Q1930187
Q97288,P101,Q11033
Q47504442,P106,Q39631
Q109398018,P106,Q36180
Q109398018,P27,Q1009
Q112402146,P106,Q4964182
Q444025,P106,Q169470
Q444025,P27,Q30
Q444025,P69,Q13371
Q444025,P101,Q59115
Q50414643,P106,Q4964182
Q85872902,P106,Q12406482
Q85872902,P27,Q45
Q273389,P27,Q34266
Q273389,P106,Q36180
Q6284923,P69,Q49088
Q6284923,P106,Q4964182
Q6284923,P27,Q30
Q70203745,P27,Q29
Q70203745,P106,Q1469535
Q712288,P106,Q82955
Q712288,P27,Q1008
Q712288,P69,Q1394262
Q4479885,P69,Q3064305
Q4479885,P27,Q15180
Q4479885,P106,Q4964182
Q4479885,P1066,Q731904
Q4479885,P185,Q4506083
Q17421297,P106,Q4964182
Q42888560,P106,Q3658608
Q95312509,P106,Q17167049
Q95312509,P101,Q11024
Q113734221,P106,Q4964182
Q4496410,P27,Q796
Q4496410,P106,Q4504549
Q7369408,P106,Q4773904
Q7369408,P27,Q408
Q7369408,P101,Q59115
Q3398798,P27,Q25
Q3398798,P106,Q4964182
Q3398798,P101,Q9471
Q3398798,P737,Q3817476
Q3398798,P69,Q81170
Q111385670,P27,Q183
Q111385670,P106,Q4964182
Q113839034,P101,Q42002
Q113839034,P106,Q1234713
Q113839034,P27,Q39
Q3524976,P106,Q4964182
Q3524976,P27,Q27
Q27864197,P106,Q4964182
Q391131,P106,Q201788
Q391131,P27,Q37
Q391131,P69,Q658192
Q391131,P101,Q309
Q11769369,P106,Q201788
Q11769369,P27,Q36
Q11769369,P101,Q47398
Q95293303,P106,Q462390
Q3351571,P106,Q4964182
Q15433755,P27,Q183
Q15433755,P106,Q4964182
Q3128822,P106,Q4964182
Q3128822,P27,Q17
Q3128822,P802,Q6561178
Q113778912,P106,Q185351
Q113778912,P27,Q40
Q113778912,P101,Q680004
Q95440536,P106,Q4964182
Q60036925,P27,Q33946
Q60036925,P69,Q3563550
Q60036925,P106,Q49757
Q11454089,P27,Q17
Q11454089,P106,Q36180
Q2880132,P106,Q4964182
Q2880132,P69,Q1758474
Q2880132,P1066,Q501774
Q2880132,P802,Q38218402
Q93373628,P106,Q4964182
Q112533550,P106,Q901
Q112533550,P101,Q147638
Q1448142,P27,Q40
Q1448142,P106,Q864503
Q112509217,P106,Q4964182
Q112509217,P101,Q5891
Q20731777,P106,Q170790
Q20731777,P101,Q217413
Q20731777,P69,Q35794
Q20731777,P27,Q155
Q20731777,P185,Q102304253
Q2144667,P27,Q79
Q2144667,P106,Q4964182
Q1510372,P27,Q40
Q1510372,P106,Q4964182
Q112544762,P106,Q4964182
Q112544762,P101,Q5891
Q112453952,P106,Q1259917
Q543062,P106,Q16533
Q543062,P27,Q38
Q543062,P69,Q246887
Q543062,P101,Q188462
Q112343637,P106,Q1234713
Q112343637,P101,Q1381199
Q95468571,P106,Q1028181
Q95468571,P27,Q33946
Q95468571,P101,Q50637
Q109027634,P27,Q142
Q109027634,P106,Q17488316
Q109027634,P69,Q3064332
Q513129,P106,Q16012028
Q513129,P27,Q28
Q330821,P27,Q75613
Q330821,P106,Q201788
Q330821,P101,Q5891
Q330821,P800,Q7446018
Q85814293,P27,Q38
Q85814293,P106,Q4964182
Q7931952,P69,Q130965
Q7931952,P106,Q4964182
Q7931952,P27,Q30
Q108917716,P106,Q1622272
Q108917716,P101,Q186579
Q108917716,P69,Q219563
Q3741911,P27,Q38
Q3741911,P106,Q185351
Q3741911,P69,Q229022
Q12730754,P106,Q4964182
Q12730754,P27,Q218
Q24522423,P106,Q6051619
Q24522423,P27,Q40
Q24522423,P69,Q875788
Q93439101,P106,Q1607826
Q93439101,P27,Q29
Q3017532,P106,Q2306091
Q3017532,P27,Q145
Q3017532,P69,Q160302
Q3017532,P737,Q9391
Q3017532,P101,Q59115
Q104721092,P106,Q64760507
Q104721092,P101,Q208217
Q104721092,P69,Q219563
Q3106201,P69,Q273626
Q3106201,P27,Q142
Q3106201,P106,Q82594
Q3106201,P185,Q102353431
Q3106201,P101,Q4027615
Q6698538,P106,Q82955
Q6698538,P27,Q43
Q6698538,P101,Q484181
Q9145666,P27,Q36
Q9145666,P69,Q9379634
Q9145666,P106,Q1231865
Q9145666,P101,Q7922
Q715337,P27,Q28
Q715337,P106,Q333634
Q715337,P69,Q255285
Q95308990,P106,Q4964182
Q12374208,P106,Q3658608
Q12374208,P69,Q13429365
Q3760931,P27,Q38
Q3760931,P106,Q182436
Q15109525,P69,Q193196
Q15109525,P106,Q3658608
Q15109525,P27,Q174193
Q117289025,P106,Q4964182
Q117289025,P27,Q145
Q117289025,P101,Q180592
Q117289025,P69,Q8008568
Q1563011,P106,Q1792450
Q1563011,P69,Q1282917
Q1563011,P101,Q735
Q105731690,P106,Q3658608
Q1298667,P106,Q4964182
Q1298667,P2348,Q486761
Q112394044,P106,Q4964182
Q6509044,P27,Q794
Q6509044,P106,Q4964182
Q52105978,P69,Q3551578
Q52105978,P106,Q4964182
Q47453199,P106,Q4964182
Q47453199,P69,Q2027201
Q6118198,P27,Q414
Q6118198,P106,Q4964182
Q3630297,P69,Q2005647
Q3630297,P106,Q4964182
Q3630297,P27,Q668
Q3630297,P800,Q31315938
Q123219600,P106,Q15980158
Q123219600,P69,Q492519
Q123219600,P551,Q1218
Q123219600,P101,Q649132
Q123219600,P27,Q801
Q12260949,P27,Q29
Q12260949,P106,Q4964182
Q12260949,P69,Q1811146
Q12260949,P800,Q107908632
Q112681337,P106,Q16012028
Q112681337,P27,Q30
Q112681337,P69,Q846859
Q112681337,P551,Q757390
Q112681337,P101,Q853710
Q113715925,P101,Q1277348
Q113715925,P106,Q1930187
Q113715925,P27,Q183
Q2932464,P27,Q142
Q2932464,P106,Q1114448
Q2932464,P69,Q3577666
Q2932464,P101,Q1004
Q70868521,P106,Q3658608
Q16639644,P27,Q15180
Q16639644,P69,Q3064305
Q16639644,P101,Q9471
Q16639644,P106,Q901
Q13081279,P69,Q572286
Q13081279,P106,Q4964182
Q13081279,P27,Q225
Q13081279,P101,Q9465
Q1034718,P106,Q4964182
Q94917793,P106,Q3658608
Q4363838,P106,Q36180
Q4363838,P69,Q258943
Q4363838,P135,Q370919
Q4363838,P27,Q30
Q4363838,P800,Q113670984
Q4363838,P101,Q203764
Q4363838,P551,Q29
Q1235376,P106,Q82955
Q1235376,P69,Q658192
Q1235376,P27,Q37
Q45488861,P106,Q4964182
Q113822301,P106,Q4964182
Q113822301,P27,Q142
Q3893943,P106,Q49757
Q17386656,P69,Q49112
Q17386656,P106,Q4964182
Q17386656,P27,Q29
Q551761,P106,Q4964182
Q551761,P27,Q142
Q551761,P69,Q83259
Q551761,P737,Q332535
Q551761,P1066,Q3158533
Q551761,P802,Q184169
Q551761,P800,Q3666904
Q4360587,P69,Q3064300
Q4360587,P106,Q49757
Q4360587,P101,Q5891
Q4360587,P27,Q15180
Q330521,P106,Q49757
Q330521,P800,Q8276
Q330521,P27,Q1068408
Q12344846,P27,Q30
Q12344846,P69,Q168751
Q12344846,P106,Q36180
Q12344846,P800,Q19321739
Q12344846,P101,Q1805337
Q12344846,P737,Q553449
Q2024702,P106,Q4964182
Q2024702,P27,Q17526620
Q2024702,P135,Q1929278
Q2024702,P101,Q9603
Q2024702,P737,Q16377081
Q2024702,P551,Q227
Q16493920,P27,Q45
Q16493920,P69,Q179501
Q16493920,P106,Q4964182
Q95327842,P106,Q4964182
Q8075833,P106,Q201788
Q8075833,P101,Q166153
Q8075833,P27,Q36
Q96182154,P106,Q4964182
Q96182154,P101,Q11471
Q1377656,P106,Q4964182
Q1377656,P27,Q15180
Q1377656,P101,Q1102336
Q1377656,P69,Q85300
Q1377656,P185,Q4180487
Q20735325,P106,Q1930187
Q20735325,P27,Q218
Q68133,P27,Q183
Q68133,P106,Q333634
Q68133,P1066,Q1078939
Q68133,P802,Q61318
Q68133,P69,Q32120
Q314215,P106,Q36180
Q314215,P27,Q30
Q314215,P69,Q75478
Q12320784,P27,Q35
Q12320784,P106,Q4964182
Q12320784,P69,Q186285
Q56043464,P106,Q42603
Q56043464,P27,Q31
Q56043464,P69,Q22968166
Q110963351,P106,Q16323111
Q110963351,P27,Q801
Q1391598,P27,Q34266
Q1391598,P106,Q1234713
Q89819873,P106,Q4964182
Q60837729,P106,Q1234713
Q2355571,P27,Q34266
Q2355571,P106,Q133485
Q2355571,P69,Q324332
Q2355571,P101,Q720982
Q93428397,P27,Q29
Q93428397,P106,Q40348
Q55122958,P106,Q5758653
Q55122958,P69,Q153978
Q59610920,P106,Q4964182
Q59610920,P69,Q235034
Q59610920,P101,Q59115
Q3839144,P106,Q39631
Q3839144,P1066,Q55507602
Q3839144,P69,Q219317
Q113829788,P106,Q4964182
Q3191926,P69,Q168751
Q3191926,P106,Q4964182
Q3191926,P27,Q16
Q3191926,P101,Q5891
Q112511277,P106,Q4964182
Q112511277,P101,Q23407
Q6779845,P106,Q14467526
Q6779845,P27,Q30
Q6779845,P101,Q5891
Q66771297,P27,Q30
Q66771297,P106,Q4964182
Q66771297,P101,Q5891
Q1704537,P27,Q183
Q1704537,P106,Q4964182
Q87400742,P27,Q183
Q87400742,P106,Q4964182
Q2408638,P27,Q129286
Q2408638,P106,Q4964182
Q12795282,P106,Q250867
Q12795282,P101,Q209295
Q3167403,P27,Q142
Q3167403,P106,Q4964182
Q3167403,P185,Q2821139
Q17352186,P27,Q183
Q17352186,P106,Q4964182
Q42296258,P106,Q3658608
Q42296258,P101,Q11030
Q110225196,P101,Q5891
Q110225196,P106,Q201788
Q109463844,P106,Q28389
Q109463844,P69,Q24576
Q109463844,P737,Q2888100
Q104602948,P31,Q43229
Q104602948,P361,Q766145
Q104602948,P101,Q841090
Q95216613,P106,Q4964182
Q113804595,P106,Q1234713
Q113804595,P27,Q183
Q105297104,P106,Q1622272
Q105297104,P69,Q2698482
Q55685101,P106,Q39631
Q3017756,P69,Q49112
Q3017756,P27,Q30
Q3017756,P106,Q15627169
Q3017756,P101,Q58848
Q95168035,P106,Q4964182
Q95168035,P101,Q395
Q113736878,P106,Q952521
Q113736878,P101,Q34187
Q115619277,P106,Q12406482
Q115619277,P27,Q159
Q112370744,P106,Q4964182
Q315222,P106,Q14467526
Q315222,P800,Q28124083
Q315222,P69,Q5415721
Q315222,P101,Q8162
Q315222,P27,Q131964
Q6498895,P106,Q36180
Q6498895,P27,Q30
Q112515425,P106,Q4964182
Q112515425,P101,Q5891
Q53547635,P106,Q4964182
Q715362,P27,Q30
Q715362,P106,Q82955
Q715362,P69,Q500154
Q90682571,P106,Q6673651
Q90682571,P101,Q5891
Q29904496,P106,Q4964182
Q29904496,P69,Q102398072
Q29904496,P27,Q16957
Q47508698,P106,Q599151
Q47508698,P69,Q859363
Q47508698,P27,Q142
Q93269571,P106,Q4964182
Q65555206,P106,Q1234713
Q65555206,P27,Q145
Q65555206,P69,Q35794
Q65555206,P101,Q223693
Q5794930,P27,Q794
Q5794930,P106,Q4964182
Q210134,P27,Q30
Q210134,P106,Q42973
Q210134,P69,Q7896094
Q210134,P800,Q1741629
Q210134,P802,Q2898075
Q286431,P27,Q30
Q286431,P106,Q23760244
Q2525852,P106,Q4964182
Q2525852,P27,Q29999
Q55825419,P69,Q348402
Q55825419,P106,Q1792450
Q55825419,P27,Q36
Q55946543,P106,Q182436
Q55946543,P101,Q376022
Q62737332,P106,Q4964182
Q62737332,P69,Q310695
Q10342408,P106,Q4964182
Q10342408,P69,Q835960
Q24034719,P106,Q250867
Q24034719,P27,Q29
Q673596,P106,Q4964182
Q673596,P1066,Q523923
Q673596,P27,Q4948
Q9175783,P27,Q36
Q9175783,P106,Q3387717
Q9175783,P101,Q5891
Q9175783,P69,Q144488
Q7068287,P106,Q4964182
Q20439390,P27,Q739
Q20439390,P106,Q16003550
Q113752229,P106,Q1234713
Q113752229,P27,Q224
Q3504441,P27,Q36
Q3504441,P106,Q4964182
Q17105029,P27,Q20
Q17105029,P106,Q4964182
Q1365057,P27,Q408
Q1365057,P106,Q4964182
Q1365057,P69,Q7842696
Q1365057,P185,Q103262828
Q113785475,P106,Q4964182
Q97185396,P27,Q36
Q97185396,P106,Q831474
Q97185396,P69,Q1858310
Q97185396,P101,Q1367940
Q5215660,P106,Q4964182
Q5215660,P27,Q668
Q15754094,P31,Q737498
Q15754094,P8875,Q371467
Q15754094,P407,Q6654
Q15754094,P495,Q224
Q15754094,P123,Q97228827
Q15754094,P101,Q5891
Q93222581,P27,Q38
Q93222581,P106,Q4964182
Q3965735,P50,Q982519
Q3965735,P123,Q273829
Q3965735,P291,Q90
Q3965735,P31,Q47461344
Q3965735,P101,Q5891
Q3965735,P495,Q38
Q3965735,P407,Q150
Q3348133,P69,Q49108
Q3348133,P106,Q7256360
Q3348133,P27,Q30
Q3348133,P551,Q60
Q3348133,P185,Q86636951
Q3348133,P101,Q170978
Q3348133,P800,Q17110373
Q114393312,P31,Q2467461
Q114393312,P361,Q114393385
Q114393312,P17,Q16
Q114393312,P101,Q853745
Q6793653,P106,Q4964182
Q6793653,P69,Q160302
Q6793653,P27,Q29
Q6793653,P185,Q113557275
Q5549394,P27,Q30
Q5549394,P106,Q49757
Q4529097,P27,Q15180
Q4529097,P106,Q2306091
Q4529097,P69,Q4424975
Q4529097,P101,Q5891
Q4529097,P1066,Q4296849
Q121889576,P106,Q864503
Q121889576,P101,Q420
Q3695580,P106,Q14467526
Q3695580,P27,Q843
Q79397347,P106,Q16402907
Q79397347,P27,Q155
Q79397347,P69,Q835960
Q3748862,P106,Q39631
Q3748862,P135,Q4692
Q56072971,P106,Q4964182
Q56072971,P27,Q142
Q56072971,P69,Q3268566
Q56072971,P185,Q49116835
Q27975333,P106,Q2540793
Q27975333,P27,Q142
Q1987739,P106,Q4964182
Q1987739,P27,Q29999
Q1987739,P69,Q1065414
Q112437948,P106,Q4964182
Q112540416,P106,Q4964182
Q112540416,P101,Q5891
Q42904697,P27,Q29
Q42904697,P106,Q4964182
Q42904697,P69,Q222738
Q42904697,P551,Q96
Q3840316,P27,Q29
Q3840316,P106,Q4964182
Q1282782,P27,Q183
Q1282782,P106,Q36180
Q1282782,P101,Q21201
Q461463,P27,Q218
Q461463,P106,Q10873124
Q461463,P69,Q608338
Q4237286,P69,Q4480746
Q4237286,P27,Q15180
Q4237286,P106,Q1930187
Q4237286,P101,Q5891
Q113835381,P106,Q4964182
Q15997561,P106,Q4964182
Q15997561,P27,Q129286
Q101517958,P106,Q201788
Q101517958,P69,Q1637997
Q101517958,P1066,Q17675385
Q101517958,P101,Q309
Q5401245,P27,Q30
Q5401245,P106,Q4964182
Q5401245,P69,Q6772455
Q59532143,P106,Q4263842
Q59532143,P27,Q172579
Q59532143,P101,Q5891
Q110224823,P101,Q34178
Q110224823,P106,Q98833890
Q3167950,P69,Q83259
Q3167950,P27,Q142
Q3167950,P106,Q4964182
Q3167950,P185,Q45836340
Q5395084,P106,Q4964182
Q3854655,P106,Q4964182
Q112327444,P106,Q4964182
Q112327444,P27,Q15180
Q112327444,P69,Q4407751
Q57834182,P106,Q21550346
Q57834182,P69,Q46210
Q57834182,P27,Q38
Q89063774,P106,Q3055126
Q89063774,P27,Q148
Q13842,P106,Q715301
Q13842,P69,Q1187271
Q13842,P27,Q8646
Q686429,P27,Q38
Q686429,P69,Q820887
Q686429,P106,Q4964182
Q113738933,P106,Q1234713
Q113738933,P27,Q142
Q94883942,P106,Q4964182
Q4680059,P1066,Q43936
Q4680059,P106,Q4964182
Q539514,P135,Q179541
Q539514,P106,Q4964182
Q539514,P1066,Q83041
Q539514,P2348,Q843745
Q539514,P101,Q5891
Q7293954,P106,Q1238570
Q7293954,P69,Q34433
Q7293954,P101,Q8458
Q7293954,P27,Q801
Q2501618,P27,Q183
Q2501618,P106,Q4964182
Q2501618,P185,Q114167706
Q2501618,P69,Q152087
Q7183670,P69,Q49122
Q7183670,P106,Q4964182
Q1511803,P27,Q39
Q1511803,P106,Q4964182
Q120571336,P106,Q1930187
Q120571336,P101,Q11030
Q980113,P69,Q1145306
Q980113,P27,Q668
Q980113,P106,Q4964182
Q170302,P800,Q404191
Q170302,P106,Q49757
Q170302,P101,Q5891
Q170302,P69,Q4703031
Q110737111,P800,Q108520855
Q110737111,P106,Q1238570
Q110737111,P101,Q1203683
Q110737111,P69,Q174570
Q27813760,P106,Q15816836
Q27813760,P27,Q30
Q27813760,P69,Q49115
Q379977,P27,Q419
Q379977,P69,Q1634051
Q379977,P106,Q82955
Q379977,P135,Q5653011
Q379977,P551,Q2868
Q379977,P101,Q7163
Q3608175,P27,Q38
Q3608175,P106,Q4964182
Q3751612,P27,Q38
Q3751612,P106,Q4964182
Q61060715,P106,Q36180
Q61060715,P101,Q115160290
Q42395099,P106,Q1650915
Q42395099,P101,Q1132684
Q42395099,P69,Q213439
Q112511081,P106,Q3400985
Q112511081,P101,Q19602103
Q104622,P106,Q16323111
Q104622,P27,Q805
Q104622,P69,Q4115304
Q104622,P101,Q8458
Q896210,P106,Q3658608
Q896210,P27,Q40
Q896210,P69,Q414052
Q257354,P27,Q30
Q257354,P106,Q3658608
Q257354,P69,Q6727868
Q772775,P1066,Q334457
Q772775,P106,Q4964182
Q772775,P802,Q354431
Q772775,P2348,Q2277
Q60137,P106,Q36180
Q60137,P27,Q183
Q60137,P800,Q3225854
Q60137,P69,Q170027
Q16186110,P106,Q500251
Q16186110,P27,Q142
Q16186110,P101,Q5891
Q8341184,P106,Q1028181
Q8341184,P27,Q142
Q16490675,P106,Q3658608
Q4242929,P27,Q15180
Q4242929,P106,Q4964182
Q4242929,P69,Q12166558
Q4242929,P101,Q309
Q119477,P27,Q39
Q119477,P106,Q4964182
Q94879441,P106,Q152002
Q117780691,P106,Q4964182
Q117780691,P27,Q36
Q7586239,P106,Q4964182
Q7237430,P69,Q16952
Q7237430,P27,Q148
Q7237430,P106,Q4964182
Q5605651,P106,Q42603
Q5605651,P27,Q34
Q5605651,P69,Q218506
Q95098191,P106,Q3658608
Q22249485,P106,Q49757
Q22249485,P27,Q142
Q77436,P27,Q27306
Q77436,P106,Q4964182
Q77436,P101,Q5891
Q77436,P69,Q154804
Q77436,P800,Q42193401
Q12618315,P106,Q49757
Q12618315,P69,Q41114
Q12618315,P27,Q884
Q17160085,P106,Q6430706
Q17160085,P27,Q17
Q3185381,P27,Q142
Q3185381,P106,Q4964182
Q1734097,P106,Q4964182
Q8983145,P69,Q32746
Q8983145,P106,Q4964182
Q8983145,P27,Q865
Q8983145,P101,Q9465
Q5460920,P69,Q270532
Q5460920,P106,Q14467526
Q5460920,P27,Q230791
Q108314254,P106,Q4964182
Q112892229,P106,Q4964182
Q112892229,P27,Q36
Q112489104,P106,Q121594
Q112489104,P101,Q5891
Q14231613,P106,Q18814623
Q14231613,P69,Q815432
Q14231613,P27,Q884
Q5543182,P106,Q4964182
Q5543182,P27,Q668
Q95156271,P106,Q36180
Q7287216,P106,Q483501
Q7287216,P27,Q30
Q7287216,P69,Q14693524
Q18528690,P106,Q201788
Q3565723,P106,Q4964182
Q106210584,P106,Q4964182
Q106210584,P27,Q28
Q106210584,P69,Q390287
Q4967003,P69,Q49114
Q4967003,P106,Q4964182
Q4967003,P27,Q30
Q54944999,P106,Q4964182
Q54944999,P27,Q15180
Q54944999,P69,Q4385796
Q54944999,P185,Q4528394
Q54944999,P101,Q5891
Q112489920,P106,Q4964182
Q112489920,P101,Q5891
Q93259899,P106,Q4964182
Q55949488,P27,Q142
Q55949488,P106,Q4964182
Q984608,P27,Q142
Q984608,P106,Q82955
Q433076,P106,Q4964182
Q433076,P27,Q174193
Q433076,P69,Q332342
Q433076,P101,Q5891
Q1579141,P27,Q183
Q1579141,P106,Q82955
Q1579141,P69,Q15432110
Q12791513,P27,Q28513
Q12791513,P106,Q4964182
Q12791513,P69,Q165980
Q98833733,P106,Q1281618
Q98833733,P27,Q29
Q112456395,P106,Q121594
Q112456395,P101,Q179805
Q2189050,P106,Q1622272
Q2189050,P27,Q29999
Q2189050,P69,Q214341
Q2189050,P185,Q21600585
Q2189050,P101,Q5891
Q15627046,P106,Q1622272
Q15627046,P27,Q213
Q94128281,P106,Q36180
Q94128281,P101,Q113209507
Q106832878,P106,Q39631
Q443431,P106,Q169470
Q443431,P27,Q30
Q443431,P69,Q969850
Q106465182,P106,Q4964182
Q106465182,P27,Q38
Q2150582,P27,Q183
Q2150582,P106,Q644687
Q2150582,P101,Q115160290
Q95154116,P106,Q4964182
Q95154116,P101,Q1622272
Q338718,P106,Q49757
Q338718,P101,Q50675
Q92078694,P106,Q1930187
Q92078694,P27,Q172579
Q12211015,P106,Q36180
Q12211015,P27,Q146885
Q12211015,P69,Q194445
Q60844935,P106,Q152002
Q113831495,P106,Q1622272
Q9376456,P106,Q4964182
Q11230126,P69,Q270145
Q11230126,P106,Q182436
Q11230126,P27,Q419
Q4799611,P106,Q4964182
Q4799611,P27,Q30
Q112497839,P106,Q1238570
Q112497839,P101,Q913401
Q484883,P106,Q4964182
Q484883,P27,Q28179
Q3106327,P27,Q142
Q3106327,P106,Q3658608
Q16631799,P27,Q15180
Q16631799,P106,Q28666351
Q16631799,P69,Q4424975
Q16631799,P101,Q5891
Q21003824,P27,Q30
Q21003824,P106,Q4964182
Q21003824,P101,Q27654
Q489311,P106,Q4964182
Q110494922,P27,Q31
Q110494922,P106,Q4964182
Q378305,P106,Q1281618
Q378305,P800,Q3201346
Q378305,P69,Q414309
Q378305,P101,Q11634
Q378305,P27,Q213
Q378305,P1066,Q12031957
Q94097317,P27,Q801
Q94097317,P106,Q201788
Q94097317,P69,Q319239
Q94097317,P101,Q5308718
Q9256755,P69,Q9379430
Q9256755,P106,Q4964182
Q9256755,P27,Q36
Q9256755,P101,Q1791813
Q27502890,P106,Q121594
Q27502890,P27,Q38
Q3695486,P106,Q4964182
Q378462,P27,Q9903
Q378462,P106,Q4964182
Q378462,P135,Q825754
Q378462,P101,Q5891
Q115706721,P27,Q172579
Q115706721,P106,Q4964182
Q5376037,P27,Q219060
Q5376037,P106,Q36180
Q5376037,P69,Q623893
Q5376037,P800,Q30738570
Q112532820,P106,Q1234713
Q112532820,P101,Q35277
Q96353008,P106,Q2133309
Q96353008,P27,Q36
Q96353008,P69,Q414034
Q96353008,P551,Q31487
Q96353008,P101,Q1329946
Q112684098,P106,Q4964182
Q112684098,P101,Q638
Q112684098,P27,Q298
Q112684098,P551,Q33986
Q112684098,P69,Q88311124
Q112684098,P135,Q110157247
Q112684098,P1066,Q107369382
Q110485474,P27,Q142
Q110485474,P106,Q4964182
Q61102989,P69,Q190080
Q61102989,P106,Q212980
Q61102989,P101,Q39645
Q917974,P106,Q1028181
Q917974,P27,Q34266
Q917974,P69,Q1635293
Q917974,P101,Q3745510
Q11393999,P27,Q17
Q11393999,P106,Q4964182
Q87200940,P106,Q4964182
Q87200940,P27,Q15180
Q87200940,P69,Q41695835
Q64711045,P106,Q4964182
Q60642312,P106,Q4964182
Q60642312,P27,Q31
Q60642312,P185,Q60628810
Q60642312,P101,Q204100
Q115114,P27,Q40
Q115114,P106,Q4964182
Q115114,P101,Q5891
Q343026,P27,Q43
Q343026,P106,Q82955
Q343026,P69,Q6099542
Q116191370,P106,Q1900167
Q112428546,P106,Q4964182
Q28688599,P69,Q7842
Q28688599,P106,Q4964182
Q28688599,P27,Q17
Q109485288,P27,Q15180
Q109485288,P101,Q5891
Q109485288,P69,Q1851014
Q18338181,P106,Q4964182
Q18338181,P27,Q172579
Q16856496,P106,Q4964182
Q16856496,P27,Q786
Q80321,P27,Q189
Q80321,P106,Q14467526
Q6132223,P101,Q9465
Q6132223,P69,Q49115
Q6132223,P106,Q4964182
Q6132223,P1066,Q1364813
Q29345298,P106,Q13418253
Q29345298,P27,Q39
Q29345298,P101,Q5891
Q113810925,P106,Q4964182
Q113810925,P27,Q36
Q12365103,P106,Q4964182
Q110225921,P106,Q20198542
Q110225921,P69,Q847099
Q110225921,P27,Q28
Q5040306,P27,Q20
Q5040306,P106,Q17351648
Q717629,P106,Q333634
Q717629,P27,Q37
Q120610423,P106,Q185351
Q120610423,P101,Q7748
Q1019442,P27,Q28
Q1019442,P106,Q4964182
Q61961439,P106,Q1650915
Q61961439,P101,Q23407
Q113748539,P101,Q235329
Q113748539,P106,Q2029179
Q113748539,P27,Q27
Q112376852,P106,Q4964182
Q1682612,P27,Q30
Q1682612,P69,Q13371
Q1682612,P106,Q4964182
Q1682612,P101,Q36442
Q122831718,P106,Q2504617
Q122831718,P101,Q40634
