start_node,edge_type,end_node
Q15071221,P106,Q4964182
Q15071221,P69,Q3064305
Q1165908,P27,Q38
Q1165908,P106,Q4964182
Q1165908,P69,Q748085
Q6272124,P69,Q165980
Q6272124,P106,Q4964182
Q6272124,P27,Q218
Q1033695,P106,Q49757
Q1033695,P101,Q5891
Q7065986,P27,Q801
Q7065986,P106,Q15253558
Q7065986,P101,Q34187
Q468956,P27,Q142
Q468956,P106,Q36180
Q468956,P69,Q273534
Q113843291,P106,Q4964182
Q1611719,P27,Q183
Q1611719,P106,Q17489339
Q1611719,P101,Q50675
Q109280030,P27,Q38
Q109280030,P106,Q4964182
Q113760517,P106,Q4964182
Q113760517,P27,Q142
Q3956074,P27,Q38
Q3956074,P106,Q4964182
Q3956074,P69,Q820887
Q113780448,P106,Q4964182
Q87400405,P27,Q38
Q87400405,P106,Q4964182
Q19956541,P27,Q39
Q19956541,P106,Q28692502
Q560878,P106,Q170790
Q560878,P27,Q30
Q560878,P69,Q955764
Q6369679,P69,Q13371
Q6369679,P106,Q4964182
Q4186658,P27,Q15180
Q4186658,P69,Q1342013
Q4186658,P101,Q5891
Q4186658,P106,Q4964182
Q112527634,P106,Q2306091
Q112527634,P101,Q21201
Q113807509,P106,Q4964182
Q113807509,P27,Q183
Q3435669,P106,Q3658608
Q3435669,P27,Q142
Q29578377,P27,Q33946
Q29578377,P106,Q152002
Q29578377,P101,Q3526604
Q21536502,P106,Q14467526
Q21536502,P27,Q145
Q60845603,P106,Q39631
Q60845603,P101,Q11607623
Q3301198,P106,Q4964182
Q3301198,P27,Q30
Q3301198,P69,Q14710034
Q3301198,P185,Q219368
Q95278506,P106,Q644687
Q112551334,P106,Q4964182
Q112551334,P101,Q5891
Q334978,P27,Q70972
Q334978,P106,Q49757
Q21104139,P69,Q1145306
Q21104139,P27,Q668
Q21104139,P106,Q4964182
Q444538,P27,Q34
Q444538,P106,Q36180
Q444538,P69,Q185246
Q114760104,P106,Q4964182
Q114760104,P27,Q102911
Q104531100,P106,Q4964182
Q2569840,P106,Q842811
Q2569840,P27,Q30
Q2569840,P101,Q188504
Q112516672,P106,Q4964182
Q112516672,P101,Q112989145
Q46003477,P106,Q1622272
Q46003477,P27,Q183
Q46003477,P101,Q237151
Q46003477,P69,Q168426
Q55127736,P106,Q4964182
Q2232932,P106,Q4964182
Q2232932,P27,Q29999
Q14678,P27,Q183
Q14678,P106,Q36180
Q14678,P69,Q152838
Q14678,P101,Q13421923
Q14924308,P101,Q194294
Q14924308,P27,Q183
Q14924308,P106,Q43845
Q14924308,P69,Q2716043
Q14924308,P551,Q622565
Q20113631,P106,Q82955
Q20113631,P27,Q29999
Q20113631,P69,Q156598
Q20113631,P551,Q803
Q16167541,P106,Q4964182
Q16167541,P135,Q1126340
Q16167541,P1066,Q18607625
Q16167541,P802,Q1047689
Q112345118,P106,Q201788
Q7610058,P69,Q503424
Q7610058,P106,Q4964182
Q7610058,P27,Q145
Q10347600,P69,Q168756
Q10347600,P106,Q4964182
Q10347600,P27,Q865
Q16703107,P69,Q84151
Q16703107,P106,Q4964182
Q22084752,P106,Q1028181
Q22084752,P27,Q172579
Q28699193,P69,Q41114
Q28699193,P106,Q4964182
Q28699193,P27,Q884
Q67759921,P106,Q955464
Q67759921,P101,Q34178
Q112520202,P106,Q15839134
Q112520202,P101,Q165647
Q93243844,P27,Q38
Q93243844,P106,Q4964182
Q113744300,P106,Q4964182
Q90819937,P106,Q674426
Q90819937,P101,Q208365
Q90819937,P69,Q174710
Q19998033,P27,Q29
Q19998033,P106,Q23957324
Q2830109,P27,Q142
Q2830109,P106,Q4964182
Q2830109,P101,Q5891
Q72074,P27,Q183
Q72074,P106,Q170790
Q72074,P737,Q58586
Q72074,P185,Q62373
Q72074,P69,Q154804
Q112553841,P106,Q15462162
Q112553841,P101,Q1418771
Q113804556,P106,Q16267607
Q19057027,P106,Q4964182
Q19057027,P27,Q145
Q19057027,P69,Q765642
Q19057027,P551,Q21
Q1702073,P27,Q145
Q1702073,P106,Q4964182
Q1702073,P1066,Q81244
Q1702073,P69,Q49112
Q1702073,P101,Q5891
Q6916858,P106,Q14467526
Q6916858,P27,Q794
Q922742,P106,Q170790
Q922742,P27,Q36
Q922742,P69,Q144488
Q922742,P101,Q8078
Q922742,P185,Q102439563
Q113789418,P106,Q2306091
Q113789418,P27,Q183
Q816347,P106,Q201788
Q816347,P800,Q121160179
Q60623390,P106,Q4964182
Q16510213,P106,Q4964182
Q97064062,P27,Q172579
Q97064062,P106,Q635734
Q112391772,P106,Q644687
Q3573969,P27,Q142
Q3573969,P106,Q4964182
Q3573969,P69,Q209842
Q3385841,P106,Q4964182
Q3385841,P27,Q142
Q3385841,P101,Q9465
Q3385841,P185,Q90663788
Q113761926,P106,Q131524
Q30583472,P106,Q170790
Q30583472,P27,Q39
Q30583472,P69,Q372608
Q8461031,P69,Q16952
Q8461031,P106,Q4964182
Q108292827,P106,Q4964182
Q108292827,P69,Q762266
Q1222835,P27,Q183
Q1222835,P106,Q4964182
Q1222835,P69,Q152171
Q66490637,P106,Q4964182
Q66490637,P69,Q13371
Q66490637,P185,Q102422785
Q87346606,P106,Q432386
Q404333,P27,Q30
Q404333,P106,Q4964182
Q404333,P69,Q767650
Q7405159,P27,Q30
Q7405159,P106,Q4964182
Q7405159,P69,Q1140775
Q7405159,P101,Q484761
Q118683463,P106,Q188094
Q118683463,P27,Q36
Q8964115,P27,Q29
Q8964115,P106,Q4964182
Q1879077,P106,Q1622272
Q1879077,P27,Q28
Q1879077,P185,Q57829823
Q61389,P27,Q22880
Q61389,P106,Q4964182
Q61389,P101,Q5891
Q10317147,P27,Q155
Q10317147,P106,Q3658608
Q11382098,P69,Q336264
Q11382098,P106,Q4964182
Q11382098,P27,Q17
Q112560073,P106,Q4773904
Q112560073,P101,Q23404
Q108948909,P106,Q121594
Q108948909,P101,Q179805
Q108948909,P69,Q599316
Q6152369,P106,Q4964182
Q6152369,P27,Q145
Q6152369,P69,Q7115353
Q122819742,P106,Q39631
Q122819742,P27,Q30
Q122819742,P551,Q1297
Q122819742,P69,Q7380723
Q113737088,P106,Q4964182
Q113737088,P27,Q183
Q16006873,P69,Q49115
Q16006873,P106,Q4964182
Q16006873,P27,Q30
Q112555164,P106,Q4964182
Q112555164,P101,Q5891
Q11908624,P106,Q36180
Q11908624,P27,Q29
Q5660884,P69,Q219694
Q5660884,P106,Q1086863
Q5660884,P27,Q298
Q5660884,P135,Q201712
Q91994041,P106,Q4964182
Q118323587,P27,Q30
Q118323587,P106,Q82955
Q118323587,P101,Q58848
Q104245946,P27,Q29
Q104245946,P106,Q4964182
Q130631,P106,Q4964182
Q130631,P69,Q83259
Q130631,P27,Q142
Q130631,P737,Q48301
Q130631,P802,Q468609
Q130631,P135,Q267932
Q130631,P1066,Q3592076
Q130631,P185,Q822727
Q130631,P101,Q484761
Q130631,P2348,Q943303
Q12044110,P106,Q1231865
Q12044110,P27,Q33946
Q12044110,P101,Q7991
Q65976349,P106,Q201788
Q65976349,P27,Q215
Q65976349,P101,Q309
Q112432105,P106,Q4964182
Q95073248,P106,Q201788
Q95073248,P27,Q33946
Q5257169,P27,Q30
Q5257169,P69,Q235034
Q5257169,P101,Q873451
Q5257169,P106,Q3400985
Q5257169,P551,Q43788
Q91101668,P106,Q1238570
Q91101668,P69,Q21578
Q91101668,P101,Q1519812
Q22083702,P31,Q47461344
Q22083702,P50,Q822727
Q22083702,P101,Q5891
Q22083702,P156,Q22083705
Q22083702,P407,Q150
Q22083702,P179,Q61200412
Q2903731,P27,Q16
Q2903731,P69,Q3578120
Q2903731,P106,Q12406482
Q318029,P106,Q188094
Q318029,P27,Q28
Q318029,P101,Q21201
Q318029,P69,Q390287
Q318029,P800,Q1167239
Q1288015,P27,Q183
Q1288015,P106,Q333634
Q1288015,P101,Q5891
Q30098939,P106,Q974144
Q30098939,P69,Q5142861
Q30098939,P27,Q414
Q61968584,P106,Q4964182
Q61968584,P69,Q235034
Q61968584,P185,Q366123
Q61968584,P27,Q30
Q61968584,P101,Q176630
Q1898915,P69,Q1878600
Q1898915,P27,Q142
Q1898915,P106,Q11774202
Q1898915,P1066,Q42156
Q1898915,P802,Q116306
Q1898915,P101,Q58854
Q113820584,P106,Q1622272
Q87400531,P27,Q38
Q87400531,P106,Q4964182
Q471529,P106,Q201788
Q471529,P69,Q1243705
Q24042446,P27,Q29
Q24042446,P106,Q3658608
Q112461528,P106,Q185351
Q112461528,P101,Q7748
Q87401058,P27,Q214
Q87401058,P101,Q1381199
Q87401058,P106,Q98833883
Q215732,P27,Q183
Q215732,P106,Q212980
Q15994246,P106,Q4964182
Q15994246,P69,Q54096
Q15994246,P27,Q258
Q12951843,P106,Q4964182
Q12951843,P27,Q172579
Q12951843,P69,Q193510
Q3651449,P106,Q4964182
Q3532808,P27,Q142
Q3532808,P106,Q1930187
Q15447126,P27,Q39
Q15447126,P106,Q36180
Q15447126,P101,Q676
Q78056795,P106,Q4964182
Q78056795,P27,Q16
Q78056795,P69,Q1067935
Q78056795,P101,Q194294
Q20006597,P27,Q29
Q20006597,P106,Q23957324
Q946250,P27,Q96
Q946250,P106,Q1028181
Q946250,P101,Q11629
Q112523378,P106,Q4964182
Q112523378,P101,Q9465
Q159933,P27,Q10957559
Q159933,P106,Q4773904
Q159933,P69,Q3555000
Q3351226,P27,Q142
Q3351226,P106,Q4964182
Q3351226,P101,Q5891
Q21153531,P69,Q4204527
Q21153531,P101,Q50637
Q21153531,P27,Q15180
Q21153531,P106,Q1792450
Q6758404,P69,Q131252
Q6758404,P27,Q30
Q6758404,P106,Q4964182
Q6758404,P101,Q1508663
Q7919473,P106,Q49757
Q65040175,P800,Q65040178
Q65040175,P106,Q4964182
Q65040175,P101,Q5891
Q97773337,P106,Q6625963
Q97773337,P27,Q822
Q97773337,P69,Q469482
Q3845588,P27,Q38
Q3845588,P106,Q18930236
Q506553,P106,Q201788
Q506553,P27,Q1747689
Q506553,P2348,Q2277
Q506553,P800,Q121072741
Q112518053,P106,Q4964182
Q112518053,P101,Q5891
Q12111283,P106,Q1028181
Q12111283,P27,Q28513
Q12111283,P101,Q11629
Q2472994,P106,Q4964182
Q2472994,P27,Q179876
Q3880935,P106,Q170790
Q113715921,P101,Q184719
Q113715921,P106,Q212980
Q113715921,P27,Q183
Q16514318,P69,Q1547084
Q16514318,P106,Q4964182
Q1128723,P27,Q28
Q1128723,P106,Q3658608
Q6172158,P27,Q142
Q6172158,P106,Q21694753
Q6172158,P101,Q8162
Q7387391,P69,Q81174
Q7387391,P106,Q4964182
Q7387391,P27,Q145
Q7387391,P185,Q58438486
Q22084661,P123,Q3579326
Q22084661,P291,Q90
Q22084661,P31,Q3331189
Q22084661,P50,Q44272
Q22084661,P101,Q5891
Q22084661,P407,Q150
Q22084661,P180,Q315210
Q45291207,P106,Q644687
Q45291207,P101,Q460162
Q557882,P27,Q29
Q557882,P106,Q4964182
Q557882,P1066,Q927296
Q557882,P802,Q355455
Q557882,P101,Q123006
Q29021083,P106,Q36180
Q29021083,P27,Q33946
Q2989906,P106,Q201788
Q2989906,P27,Q15180
Q2989906,P69,Q56709687
Q2989906,P101,Q8242
Q15983510,P69,Q196544
Q15983510,P106,Q4964182
Q15983510,P27,Q843
Q3314507,P106,Q36180
Q28966933,P27,Q211
Q28966933,P106,Q4964182
Q28966933,P69,Q498407
Q6768342,P27,Q30
Q6768342,P106,Q4964182
Q6768342,P69,Q49122
Q6768342,P101,Q7748
Q21684939,P106,Q4964182
Q21684939,P27,Q30
Q21684939,P69,Q235034
Q11881829,P27,Q33
Q11881829,P106,Q4964182
Q111589303,P106,Q4964182
Q111589303,P27,Q145
Q111589303,P69,Q6515975
Q4771963,P106,Q4964182
Q4771963,P27,Q6744657
Q113829232,P106,Q1622272
Q113829232,P27,Q29
Q436185,P106,Q4964182
Q436185,P27,Q172579
Q436185,P69,Q209344
Q436185,P101,Q5891
Q1400271,P106,Q733786
Q1400271,P27,Q12660335
Q112506867,P106,Q12144794
Q112506867,P101,Q115160303
Q331893,P27,Q756617
Q331893,P106,Q49757
Q331893,P800,Q12316746
Q331893,P69,Q186285
Q331893,P101,Q5891
Q19614830,P69,Q1528756
Q19614830,P101,Q5891
Q19614830,P106,Q901
Q19614830,P27,Q15180
Q65203767,P106,Q4964182
Q11754522,P106,Q4964182
Q11754522,P27,Q36
Q11754522,P69,Q467025
Q112439324,P106,Q12043435
Q112439324,P101,Q121176
Q75251620,P106,Q3658608
Q112501447,P106,Q864503
Q112501447,P101,Q420
Q18222059,P106,Q1234713
Q18222059,P27,Q183
Q18222059,P101,Q875490
Q5222979,P106,Q3658608
Q5222979,P27,Q794
Q94191,P27,Q40
Q94191,P106,Q4964182
Q94191,P69,Q165980
Q97327396,P106,Q1930187
Q97327396,P101,Q5891
Q22084672,P123,Q273819
Q22084672,P291,Q90
Q22084672,P31,Q3331189
Q22084672,P50,Q44272
Q22084672,P101,Q5891
Q22084672,P155,Q22084671
Q22084672,P156,Q22084674
Q22084672,P407,Q150
Q6775066,P106,Q3658608
Q6775066,P27,Q408
Q16984010,P69,Q13371
Q16984010,P106,Q4964182
Q16984010,P101,Q5891
Q113846051,P106,Q4964182
Q113846051,P27,Q38
Q95263193,P106,Q4964182
Q109657143,P106,Q36180
Q109657143,P101,Q179805
Q109657143,P27,Q1029
Q109657143,P69,Q890884
Q109657143,P800,Q115943758
Q4760109,P27,Q142
Q4760109,P106,Q4964182
Q11461634,P69,Q1191132
Q11461634,P106,Q4964182
Q11461634,P27,Q17
Q2037077,P106,Q49757
Q2037077,P27,Q191
Q23061148,P106,Q644687
Q23061148,P1066,Q3192710
Q23061148,P27,Q17
Q11486354,P69,Q336264
Q11486354,P106,Q4964182
Q11486354,P27,Q17
Q112555113,P106,Q1622272
Q112555113,P101,Q1331392
Q12335367,P27,Q35
Q12335367,P106,Q4964182
Q12335367,P69,Q3436286
Q12335367,P101,Q12147
Q15966097,P27,Q96
Q15966097,P106,Q82955
Q15966097,P69,Q222738
Q3013781,P27,Q142
Q3013781,P106,Q4964182
Q3013781,P69,Q83259
Q7273586,P27,Q30
Q7273586,P69,Q21578
Q7273586,P106,Q193391
Q106881035,P106,Q1792450
Q106881035,P27,Q38
Q106881035,P69,Q209344
Q106881035,P101,Q50637
Q3846189,P27,Q38
Q3846189,P106,Q49757
Q3846189,P69,Q209344
Q3846189,P551,Q220
Q12350557,P106,Q4964182
Q12350557,P27,Q218
Q5627936,P106,Q4964182
Q17516188,P106,Q250867
Q4492267,P69,Q4483556
Q4492267,P27,Q34266
Q4492267,P101,Q5891
Q4492267,P802,Q4232349
Q4492267,P106,Q333634
Q22083718,P31,Q47461344
Q22083718,P50,Q822727
Q22083718,P101,Q5891
Q22083718,P407,Q150
Q22083718,P180,Q822727
Q22083718,P840,Q142
Q93231830,P106,Q4964182
Q109478738,P27,Q408
Q109478738,P106,Q19829990
Q109478738,P101,Q18813
Q4226525,P106,Q4964182
Q4226525,P69,Q3496636
Q4226525,P27,Q159
Q17043624,P106,Q6051619
Q17043624,P69,Q30337108
Q17043624,P101,Q5891
Q17043624,P27,Q15180
Q48861610,P106,Q4964182
Q1461156,P27,Q27306
Q1461156,P106,Q2374149
Q28708350,P106,Q4964182
Q16944288,P27,Q145
Q16944288,P106,Q3400985
Q16944288,P69,Q1341516
Q16944288,P101,Q209295
Q20604044,P106,Q4964182
Q56000253,P27,Q30
Q56000253,P106,Q4964182
Q113777813,P106,Q4964182
Q112434683,P106,Q4964182
Q16675624,P106,Q4964182
Q54860384,P27,Q38
Q54860384,P106,Q4964182
Q113832687,P106,Q1622272
Q29524947,P27,Q40
Q29524947,P106,Q3658608
Q112423248,P106,Q4964182
Q108624022,P106,Q4964182
Q108624022,P135,Q162145
Q108624022,P27,Q12544
Q49511129,P106,Q3024627
Q49511129,P27,Q96
Q49511129,P69,Q1808814
Q20379185,P106,Q4964182
Q20379185,P135,Q48235
Q17152098,P106,Q4964182
Q17152098,P69,Q39913
Q17152098,P27,Q884
Q15980214,P27,Q142
Q15980214,P106,Q4964182
Q15980214,P69,Q546118
Q4322725,P27,Q15180
Q4322725,P106,Q18545066
Q4322725,P69,Q2177054
Q1999056,P27,Q155
Q1999056,P106,Q36180
Q116870047,P106,Q14467526
Q116870047,P27,Q28
Q56282639,P106,Q170790
Q966645,P27,Q414
Q966645,P106,Q4964182
Q110089251,P101,Q1791716
Q110089251,P106,Q1622272
Q110089251,P27,Q145
Q110089251,P69,Q245247
Q4482087,P27,Q15180
Q4482087,P69,Q4534839
Q4482087,P101,Q5891
Q4482087,P106,Q901
Q3013622,P27,Q142
Q3013622,P106,Q4964182
Q3013622,P69,Q748307
Q11698957,P106,Q4964182
Q11698957,P27,Q172107
Q6261901,P106,Q201788
Q6261901,P27,Q174193
Q16340050,P27,Q801
Q16340050,P106,Q3658608
Q16340050,P101,Q482919
Q112373077,P106,Q4964182
Q61280,P27,Q693669
Q61280,P106,Q4964182
Q61280,P1066,Q112258
Q61280,P69,Q154804
Q61280,P802,Q57196
Q61280,P185,Q47695
Q333285,P27,Q161885
Q333285,P106,Q82955
Q333285,P69,Q7404745
Q333285,P101,Q8091
Q1085653,P27,Q183
Q1085653,P106,Q1930187
Q1085653,P101,Q1709909
Q1085653,P69,Q881849
Q112558074,P106,Q4964182
Q112558074,P101,Q5891
Q113823081,P106,Q188094
Q18913557,P106,Q3658608
Q18913557,P27,Q142
Q115621605,P106,Q482980
Q115621605,P27,Q533534
Q97370595,P106,Q4964182
Q97370595,P27,Q36
Q672099,P106,Q2526255
Q672099,P27,Q34266
Q672099,P69,Q2381477
Q115730101,P106,Q3400985
Q115730101,P69,Q681250
Q29419896,P106,Q3658608
Q113751622,P106,Q4964182
Q92429680,P106,Q201788
Q92429680,P27,Q1011
Q92429680,P69,Q368643
Q72022,P27,Q183
Q72022,P106,Q201788
Q108755641,P106,Q1622272
Q108755641,P101,Q14623843
Q108755641,P27,Q30
Q108755641,P551,Q1187041
Q108755641,P69,Q457281
Q11938735,P106,Q36180
Q11938735,P2348,Q12544
Q5898437,P27,Q31
Q5898437,P106,Q2865819
Q5898437,P69,Q336968
Q5898437,P101,Q12271
Q112497750,P106,Q121594
Q112497750,P101,Q1780543
Q117467073,P106,Q39631
Q117467073,P27,Q8733
Q112505577,P106,Q644687
Q112505577,P101,Q21550668
Q65295961,P106,Q36180
Q65295961,P101,Q113209507
Q44600589,P106,Q4964182
Q44600589,P27,Q30
Q44600589,P69,Q168756
Q115663215,P106,Q4964182
Q115663215,P27,Q96
Q47034782,P106,Q5121550
Q47034782,P101,Q841090
Q47034782,P27,Q801
Q47034782,P1066,Q2908897
Q4104535,P69,Q3064305
Q4104535,P27,Q159
Q4104535,P106,Q4964182
Q4104535,P101,Q23407
Q4104535,P135,Q842333
Q85687089,P106,Q42973
Q85687089,P27,Q29
Q85687089,P69,Q860076
Q85687089,P101,Q12271
Q23067888,P106,Q17505902
Q23067888,P27,Q39
Q23067888,P1066,Q212499
Q11677542,P106,Q4964182
Q11677542,P27,Q17
Q9387978,P106,Q1930187
Q9387978,P69,Q4059233
Q9387978,P27,Q36
Q3051298,P106,Q170790
Q3051298,P69,Q11942
Q3051298,P1066,Q61223
Q3051298,P27,Q159
Q3051298,P101,Q395
Q64995026,P106,Q4964182
Q64995026,P101,Q35986
Q99624,P27,Q183
Q99624,P106,Q1234713
Q99624,P551,Q586
Q99624,P101,Q461659
Q99624,P69,Q7995866
Q112370435,P106,Q36180
Q113843056,P106,Q4964182
Q113843056,P27,Q183
Q4386768,P27,Q414
Q4386768,P69,Q168751
Q4386768,P106,Q4964182
Q4386768,P101,Q5891
Q469283,P106,Q36180
Q469283,P27,Q29999
Q469283,P800,Q57306250
Q112445567,P106,Q4964182
Q122911636,P106,Q4964182
Q55937635,P106,Q4964182
Q113835902,P106,Q1622272
Q119285653,P106,Q4964182
Q958812,P106,Q4964182
Q958812,P69,Q805285
Q958812,P27,Q145
Q3026563,P27,Q30
Q3026563,P106,Q715301
Q3026563,P101,Q1004
Q11919449,P106,Q4964182
Q65165400,P69,Q315658
Q65165400,P27,Q36
Q65165400,P106,Q4964182
Q113809527,P106,Q15995642
Q5360886,P106,Q4964182
Q5360886,P27,Q29
Q16657934,P27,Q145
Q16657934,P106,Q18524037
Q16657934,P101,Q131505
Q7608165,P106,Q488205
Q7608165,P27,Q30
Q7608165,P69,Q7587550
Q95434871,P106,Q1028181
Q95434871,P27,Q33946
Q112506365,P106,Q333634
Q112506365,P101,Q5891
Q26261156,P106,Q3658608
Q16851506,P106,Q4964182
Q1229185,P106,Q4964182
Q850224,P106,Q36180
Q850224,P27,Q28
Q4122804,P27,Q159
Q4122804,P106,Q14565331
Q4122804,P69,Q13164
Q4122804,P101,Q5891
Q4122804,P185,Q12172321
Q45806060,P106,Q4964182
Q45806060,P101,Q5891
Q16264834,P69,Q336264
Q16264834,P106,Q4964182
Q16264834,P27,Q17
Q516071,P27,Q30
Q516071,P106,Q14467526
Q516071,P69,Q49088
Q11380931,P27,Q17
Q11380931,P69,Q7842
Q11380931,P106,Q5403434
Q63894746,P106,Q82955
Q63894746,P27,Q29
Q20604200,P106,Q4964182
Q55904125,P106,Q4964182
Q4227317,P106,Q36180
Q4227317,P27,Q15180
Q4227317,P69,Q4304144
Q113736625,P106,Q4964182
Q113736625,P27,Q38
Q29419983,P106,Q3658608
Q112495307,P106,Q121594
Q112495307,P101,Q27654
Q113760619,P106,Q4964182
Q60993059,P69,Q16952
Q60993059,P106,Q201788
Q60993059,P27,Q148
Q60993059,P101,Q9581
Q48849209,P69,Q144488
Q48849209,P106,Q4964182
Q48849209,P27,Q36
Q9388155,P106,Q4964182
Q9388155,P101,Q5891
Q9388155,P551,Q270
Q9388155,P69,Q9379430
Q9388155,P27,Q36
Q4068946,P69,Q4480746
Q4068946,P106,Q42603
Q4068946,P27,Q159
Q112416410,P106,Q201788
Q109644041,P27,Q183
Q109644041,P106,Q4964182
Q113833603,P106,Q4964182
Q25578964,P106,Q37226
Q25578964,P27,Q813
Q214115,P106,Q36180
Q214115,P69,Q219317
Q214115,P1066,Q314488
Q214115,P135,Q46158
Q214115,P800,Q3822227
Q214115,P101,Q5891
Q214115,P802,Q523923
Q433940,P27,Q30
Q433940,P69,Q182973
Q433940,P106,Q11774202
Q433940,P101,Q5891
Q4386708,P27,Q15180
Q4386708,P69,Q1250779
Q4386708,P106,Q49757
Q4386708,P101,Q5891
Q4386708,P185,Q4196862
Q4386708,P1066,Q365628
Q29556210,P106,Q4964182
Q1174719,P27,Q183
Q1174719,P106,Q170790
Q1174719,P69,Q316592
Q1174719,P101,Q11190
Q19513496,P106,Q36180
Q19513496,P27,Q183
Q19513496,P101,Q1381199
Q113796040,P106,Q4964182
Q113801148,P106,Q4964182
Q113801148,P27,Q183
Q5913483,P106,Q4964182
Q5913483,P27,Q1028
Q5913483,P69,Q481762
Q5913483,P185,Q100165091
Q4066428,P106,Q170790
Q4066428,P69,Q27923720
Q4066428,P27,Q34266
Q122019835,P27,Q40
Q122019835,P106,Q1234713
Q7301901,P106,Q6337803
Q7301901,P69,Q49108
Q7301901,P800,Q22998753
Q7301901,P27,Q16
Q7301901,P101,Q207011
Q55721399,P106,Q4964182
Q12359789,P106,Q36834
Q12359789,P27,Q191
Q793017,P106,Q13570226
Q793017,P27,Q28
Q1534223,P27,Q183
Q1534223,P106,Q483501
Q12348402,P106,Q4964182
Q18245305,P106,Q1622272
Q18245305,P69,Q153987
Q113792303,P106,Q333634
Q113792303,P27,Q183
Q30345599,P106,Q201788
Q30345599,P69,Q4204528
Q30345599,P27,Q15180
Q30345599,P101,Q7778
Q3385174,P27,Q142
Q3385174,P106,Q4964182
Q3385174,P69,Q157575
Q3385174,P185,Q111245101
Q95329836,P106,Q4964182
Q28006716,P106,Q1231865
Q305962,P27,Q12560
Q305962,P106,Q36180
Q305962,P737,Q151403
Q305962,P800,Q12224244
Q305962,P135,Q11184428
Q5709595,P27,Q145
Q5709595,P106,Q4964182
Q6956307,P27,Q668
Q6956307,P106,Q4964182
Q6956307,P69,Q1552247
Q112506982,P106,Q201788
Q112506982,P101,Q235329
Q1378389,P106,Q4964182
Q1378389,P27,Q40
Q1378389,P101,Q309
Q1378389,P69,Q31519
Q78135,P27,Q183
Q78135,P106,Q4964182
Q11800996,P69,Q31519
Q11800996,P106,Q1231865
Q11800996,P27,Q213
Q11800996,P101,Q34651
Q95091717,P106,Q635734
Q95091717,P101,Q115160632
Q1466602,P69,Q390287
Q1466602,P106,Q4964182
Q1466602,P27,Q28
Q18011903,P106,Q1231865
Q18011903,P27,Q142
Q115192469,P106,Q14565331
Q115192469,P27,Q142
Q1699046,P27,Q30
Q1699046,P69,Q230492
Q1699046,P106,Q212980
Q1699046,P737,Q914495
Q1699046,P101,Q147638
Q216811,P106,Q170790
Q216811,P27,Q174193
Q216811,P69,Q863940
Q216811,P101,Q1166618
Q2289542,P106,Q4964182
Q3087430,P27,Q29
Q3087430,P106,Q36180
Q3087430,P69,Q495225
Q94837194,P106,Q185351
Q94837194,P101,Q34178
Q95320835,P106,Q4964182
Q113718168,P106,Q4964182
Q548162,P27,Q17
Q548162,P106,Q4964182
Q548162,P800,Q387227
Q107342005,P106,Q36180
Q107342005,P27,Q29999
Q107342005,P69,Q48174334
Q61654810,P31,Q180958
Q61654810,P17,Q55
Q61654810,P361,Q632004
Q61654810,P101,Q5891
Q24969608,P106,Q4964182
Q119602296,P106,Q1622272
Q119602296,P27,Q17
Q119602296,P69,Q112328211
Q119602296,P101,Q184663
Q1306812,P27,Q1014
Q1306812,P106,Q16323111
Q94867824,P106,Q39631
Q52153970,P106,Q6673651
Q21264705,P27,Q40
Q21264705,P69,Q622683
Q21264705,P185,Q96606710
Q21264705,P106,Q4964182
Q3174989,P106,Q1028181
Q3174989,P27,Q142
Q3174989,P800,Q17492152
Q3174989,P101,Q11629
Q11944560,P106,Q23957324
Q11944560,P27,Q204920
Q6575914,P27,Q794
Q6575914,P106,Q4964182
Q507014,P69,Q209842
Q507014,P27,Q142
Q507014,P106,Q4964182
Q507014,P1066,Q160640
Q507014,P802,Q214317
Q507014,P101,Q59950
Q271517,P27,Q30
Q271517,P106,Q4964182
Q271517,P69,Q49088
Q197286,P27,Q9903
Q197286,P106,Q36180
Q6709311,P69,Q1196251
Q6709311,P106,Q4964182
Q6709311,P27,Q854
Q56409640,P106,Q36180
Q56409640,P27,Q30
Q56409640,P101,Q188504
Q902155,P106,Q4964182
Q902155,P27,Q28
Q3281834,P106,Q36834
Q3281834,P27,Q858
Q3281834,P69,Q1420038
Q95191131,P106,Q1234713
Q95191131,P101,Q1381199
Q20900834,P106,Q1622272
Q20900834,P27,Q30
Q20900834,P69,Q49115
Q20900834,P101,Q875686
Q20900834,P185,Q107529972
Q924068,P106,Q4964182
Q924068,P27,Q29999
Q924068,P802,Q42911377
Q3511784,P69,Q3445232
Q3511784,P106,Q14972848
Q3511784,P27,Q224
Q120605650,P101,Q170537
Q313852,P106,Q15980158
Q313852,P27,Q142
Q313852,P101,Q8162
Q313852,P800,Q2425412
Q313852,P69,Q841581
Q11875112,P27,Q33
Q11875112,P106,Q212980
Q11875112,P101,Q9418
Q18636919,P106,Q4964182
Q18636919,P27,Q142
Q107189449,P106,Q662729
Q107189449,P69,Q4302550
Q107189449,P1066,Q4528547
Q107189449,P135,Q16678072
Q107189449,P101,Q7922
Q81294593,P106,Q36180
Q81294593,P69,Q748358
Q9282790,P27,Q183
Q9282790,P101,Q37226
Q9282790,P106,Q37226
Q97067105,P106,Q4964182
Q19614831,P69,Q1528756
Q19614831,P101,Q5891
Q19614831,P106,Q901
Q93232549,P106,Q4964182
Q93232549,P101,Q5891
Q431092,P27,Q408
